dataset,ir,rho,seed,ece,brier,auc,pr_auc,f1
yeast_ml8,70.09,0.75,5,0.014675920471925136,0.014727562398930165,0.8929796845301277,0.13645210267785612,0.0975609756097561
yeast_ml8,70.09,0.75,6,0.016035509069450078,0.015749751880265766,0.8638271086865295,0.07678013219998472,0.05
yeast_ml8,70.09,0.75,7,0.01725793786020853,0.017307323074187458,0.895435807558441,0.10286796385621404,0.08
yeast_ml8,70.09,0.75,8,0.015292965322606723,0.015361911607195832,0.8836612278146676,0.13530752023322387,0.09302325581395349
yeast_ml8,70.09,0.75,9,0.01644797265308099,0.016700329159428248,0.8943990521093037,0.11420183133062614,0.08695652173913043
yeast_ml8,70.09,1.0,0,0.014932517574892749,0.015114019881428385,0.8912517587815655,0.12550465374529846,0.09090909090909091
yeast_ml8,70.09,1.0,1,0.016547033857118462,0.01643007500524573,0.8834020389523833,0.12430568318445791,0.12244897959183673
yeast_ml8,70.09,1.0,2,0.016217351873455674,0.016497183792890478,0.9066920095776455,0.09639264044380037,0.045454545454545456
yeast_ml8,70.09,1.0,3,0.01706346089761938,0.015892467053157958,0.8726148453506455,0.12183566928138866,0.13043478260869565
yeast_ml8,70.09,1.0,4,0.017662418197281593,0.017429699504504986,0.8720100713386487,0.097848827538006,0.07692307692307693
yeast_ml8,70.09,1.0,5,0.014448386179562185,0.015519381695302707,0.8869566290637111,0.13439158653146507,0.047619047619047616
yeast_ml8,70.09,1.0,6,0.017303147397279974,0.016358898171866854,0.8763298857100541,0.07090604453205437,0.046511627906976744
yeast_ml8,70.09,1.0,7,0.01790317366967145,0.016810135646347014,0.8925847300733134,0.09814302053294674,0.0851063829787234
yeast_ml8,70.09,1.0,8,0.01622960681351293,0.016044397198115554,0.8966947248895362,0.13033851443055305,0.08888888888888889
yeast_ml8,70.09,1.0,9,0.01766290745932766,0.017025142760867848,0.8864629359926934,0.10626537797437773,0.08333333333333333
